"","date","subject","contact","lines","url","funding","event","position"
"25","2018-03-08","Amazon Field Course: Intense about Insects","David Inouye",225,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1067",FALSE,FALSE,FALSE
"26","2018-03-09","Amazon forest-to-savannah tipping point could be far closer than thought","Erik Hoffner",69,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3831",FALSE,FALSE,FALSE
"27","2018-03-10","Avian Field Technician","Natalie Harris",73,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6002",FALSE,FALSE,FALSE
"28","2018-03-10","Biology Lab Coordinator Position","Gilman, Sarah",566,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5300",FALSE,FALSE,FALSE
"29","2018-03-12","BioQUEST QUBES 2018 Summer Workshop - Wicked Problems: Investigating real world problems in the biology classroom","Hayley Orndorf",59,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7649",FALSE,FALSE,FALSE
"30","2018-03-09","Call for papers of Special Issue on Theory and Practice in Matrix Population Modelling","Rob Salguero-Gomez",85,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2517",FALSE,FALSE,FALSE
"31","2018-03-09","CFP Resources for Ecology Education Fair &amp; Share (REEFS) at ESA","Teresa Mourad",210,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3442",FALSE,FALSE,FALSE
"32","2018-03-13","COURSE - Multivariate analysis of ecological communities in R with the VEGAN package (VGNR01)","Oliver Hooker",301,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=11029",FALSE,FALSE,FALSE
"33","2018-03-13","COURSE - Spatial Analysis of Multivariate Ecological data - Pierre Legendre","Oliver Hooker",305,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=11228",FALSE,FALSE,FALSE
"34","2018-03-14","Course: Getting started with R","Carlo Pecoraro",75,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13079",FALSE,FALSE,FALSE
"35","2018-03-10","Course: Molecular phylogenies in biodiversity","David Inouye",162,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5418",FALSE,FALSE,FALSE
"36","2018-03-13","Ecological Monitoring Field Leads (multiple locations)","Augustine Sughrua",991,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12475",FALSE,FALSE,FALSE
"37","2018-03-09","Ecology Professional Development Webinar Series - Begins Monday March 12!","Matthew Aiello-Lammens",297,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5009",FALSE,FALSE,FALSE
"38","2018-03-11","Environmental Specialist_two positions in MD","Kathy Szlavecz (JHU, Baltimore, MD)",88,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6265",FALSE,FALSE,FALSE
"39","2018-03-09","ESA Early Career Ecologist section 2018 Mentorship Program","David Inouye",151,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5169",FALSE,FALSE,FALSE
"40","2018-03-09","Faculty Positions Open at the Boyce Thompson Institute","Amy Yanosh",206,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3979",FALSE,FALSE,FALSE
"41","2018-03-14","Field Course in Tropical Ethnobiology","Peter Lahanas",1569,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=15400",FALSE,FALSE,FALSE
"42","2018-03-14","Field crew leader and field technician positions for summer 2018 in Gainesville, FL","Brian Allan",57,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=14824",FALSE,FALSE,TRUE
"43","2018-03-09","Field Research Technicians - Feral Hogs in Missouri","Gompper, Matthew E.",167,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4530",FALSE,FALSE,FALSE
"44","2018-03-08","Field Technicians: Oak forest regeneration and restoration","Mike Jenkins",50,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=235",FALSE,FALSE,FALSE
"45","2018-03-12","FINAL CALL FOR Network analysis for ecologists using R (NTWA02)","Oliver Hooker",297,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6757",FALSE,FALSE,TRUE
"46","2018-03-13","Final Call: Training Course - An Introduction To Using GIS In Biological Research, 9-10 April 2018","Colin D. MacLeod",414,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=10410",FALSE,FALSE,FALSE
"47","2018-03-14","Full-time lead field technician","Tina Harrison",213,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=15516",FALSE,FALSE,TRUE
"48","2018-03-12","Fwd: M.Sc. opportunity in parrot communication","Karl Berg",153,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6925",FALSE,FALSE,FALSE
"49","2018-03-08","Re: Genomics in the Amazon: Field Course","David Kirschtel",63,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1906",FALSE,FALSE,FALSE
"50","2018-03-12","Grant for Graduate Students in Applied Ecology, Northeast US","Chris Nagy",224,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8284",FALSE,FALSE,FALSE
"51","2018-03-12","Having kids in an era of Climate Change","Heneghan, Liam",101,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8577",FALSE,FALSE,FALSE
"52","2018-03-08","Hiring - undergrad summer researchers at the KBS LTER","Doll, Julie",198,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=384",FALSE,FALSE,TRUE
"53","2018-03-13","Job announcement: Researcher in ecological modeling","Anders Mårell",98,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=10724",FALSE,FALSE,FALSE
"54","2018-03-14","Job Notice: Aquatic Biology Seasonal Research Worker, southwestern GA","Chelsea Smith",257,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13211",FALSE,FALSE,FALSE
"55","2018-03-14","Job Posting - Technician Position at The Ohio State University","Trejo Sypolt, Emily M.",266,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13487",FALSE,FALSE,FALSE
"56","2018-03-09","JOB: FIU Institute of Water and Environment - Postdoc Associate","Candice Allouch",115,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2835",FALSE,FALSE,FALSE
"57","2018-03-12","JOB: Research Assistant in Conservation Biological Control and Sustainable Agriculture (4 months)","David Branson",76,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9102",FALSE,FALSE,FALSE
"58","2018-03-14","Job: TT Faculty at Southern Arkansas University","Kate Sheehan",164,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=15143",FALSE,FALSE,FALSE
"59","2018-03-08","JOB: UC Davis Coastal and Marine Science Institute - Academic Administrator","Jay Stachowicz",141,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=63",FALSE,FALSE,FALSE
"60","2018-03-11","Jobs: Three postdocs at UWYO in microbial ecology and plant-microbe interactions","Linda van Diepen",87,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6422",FALSE,FALSE,FALSE
"61","2018-03-09","JOBS: USFWS biological technicians and volunteer crew - Johnston Atoll/Honolulu HI","David Inouye",83,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4376",FALSE,FALSE,TRUE
"62","2018-03-12","Join us for CUAHSI's Spring Cyberseminar Series on CUAHSI Water Data Services for Supporting Scientific Research and Education!","Elizabeth Tran",272,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7307",FALSE,FALSE,FALSE
"63","2018-03-08","Kendall Fellowship, Union of Concerned Scientists: Protecting Carbon in Boreal Forests","Brendan Rogers",26,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2133",FALSE,FALSE,FALSE
"64","2018-03-12","Lakes Region Conservation Corps- Summer/Fall 2018","Katri Gurney",95,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7158",FALSE,FALSE,FALSE
"65","2018-03-09","Lecturer position at Hopkins Marine Statin of Stanford University, Pacific Grove, CA, USA","Beth Sheets",70,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4847",FALSE,FALSE,FALSE
"66","2018-03-13","LUMCON Summer 2018 REU Site Program Applications Due March 20th","Brian Roberts",82,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12921",FALSE,FALSE,FALSE
"67","2018-03-08","M.S. Graduate Research Assistantship – Riparian Wildli fe Ecology, West Virginia University","Jim Anderson",180,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=886",FALSE,FALSE,FALSE
"68","2018-03-14","Marine Mammal Observer Positions Available","Erin McMichael",114,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=15000",FALSE,FALSE,FALSE
"69","2018-03-12","Minnesota DNR grassland bird surveyor contract RFP","Jessica Petersen",43,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8810",FALSE,FALSE,FALSE
"70","2018-03-12","MS position Forest Ecology and Management","Rodney Will",88,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9756",FALSE,FALSE,FALSE
"71","2018-03-14","MS positions in sustainability - University of South Dakota","Jarchow, Meghann E",160,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13851",FALSE,FALSE,FALSE
"72","2018-03-13","MS/PhD assistantships available: hydrology, water mgmt, food-energy-water nexus","Michelle Gilmore",210,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=11409",FALSE,FALSE,TRUE
"73","2018-03-14","Msc position in plant-insect interactions","Sean Prager",27,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13996",FALSE,FALSE,FALSE
"74","2018-03-12","New Career Opportunity - The Xerces Society","Mary Ann Lau",217,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8693",FALSE,FALSE,FALSE
"75","2018-03-14","NEW COURSE - Introduction to spatial analysis of ecological data using R (ISAE01) - Subhash Lele","Oliver Hooker",255,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13649",FALSE,FALSE,FALSE
"76","2018-03-08","NSF agro-ecosystems resilience graduate traineeship (UNL) seeking fall 2018 applicants","Katharine Hogan",224,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1412",FALSE,FALSE,FALSE
"77","2018-03-09","NSF funding","David Inouye",200,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3152",TRUE,FALSE,FALSE
"78","2018-03-11","Once again: summer volunteers wanted for NYC terrapin project","Russell L. Burke",36,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6118",FALSE,FALSE,TRUE
"79","2018-03-09","Opportunities for women in forensic ecology?","Jorge A. Santiago-Blay",103,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2707",FALSE,FALSE,FALSE
"80","2018-03-14","Outdoor Education on Montana's Ancestral Lands","Nate Hess",61,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=15266",FALSE,FALSE,FALSE
"81","2018-03-12","Paid Summer Internship in Restoration and Horticulture, St. Louis","Susan Baron",30,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9302",FALSE,FALSE,FALSE
"82","2018-03-10","Ph.D. Graduate Research Assistant: Biogeochemistry","Jason Hubbart",58,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5859",FALSE,FALSE,FALSE
"83","2018-03-09","PhD Assistantship in Global Change Ecology","Gregory Starr",58,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4247",FALSE,FALSE,FALSE
"84","2018-03-09","PhD position in “Seed dispersal and plant regeneration in a tropical forest”","Mathias Templin",115,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2311",FALSE,FALSE,FALSE
"85","2018-03-13","PhD Scholarship, Floral traits of New Zealand tree species","Mike Clearwater",406,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9462",FALSE,FALSE,FALSE
"86","2018-03-08","Plant Conservation Internships at the Chicago Botanic Garden","Pati Vitt",207,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1276",FALSE,FALSE,FALSE
"87","2018-03-13","POSITION OPENING: High Alpine Project Supervisor","Jennifer Peterson",44,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12330",FALSE,FALSE,FALSE
"88","2018-03-10","Post doc - Mountain wetland restoration ecology","David Cooper",49,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=5537",FALSE,FALSE,FALSE
"89","2018-03-12","Post-doctoral researcher, global change ecology, Utah State University","Peter Adler",30,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8415",FALSE,FALSE,TRUE
"90","2018-03-11","Postdoc Evolutionary Ecology at Auburn University","Matthew Wolak",85,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9609",FALSE,FALSE,FALSE
"91","2018-03-09","Postdoc: Environmental Policy at William &amp; Mary","Rob Rose",232,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7041",FALSE,FALSE,FALSE
"92","2018-03-12","Postdoctoral Position in Evolutionary Ecology","Matthew Walsh",51,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8961",FALSE,FALSE,FALSE
"93","2018-03-08","Predatory Publishing","Gary Grossman",76,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=504",FALSE,FALSE,FALSE
"94","2018-03-08","predatory publishing","Gary Grossman",63,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1181",FALSE,FALSE,FALSE
"95","2018-03-13","Radar Aeroecology Training Courses","Charlotte Wainwright",33,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12181",FALSE,FALSE,FALSE
"96","2018-03-08","Remote Sensing of Environmental Change - Assistant/Associate Professor (Tier 2 Canada Research Chair)","Jason Venkiteswaran",119,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1722",FALSE,FALSE,FALSE
"97","2018-03-12","Research Assistant Position - Washington State University","Angela Knerl",39,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=8133",FALSE,FALSE,FALSE
"98","2018-03-11","Research Experience for Undergraduate Positions in Alaska","Syndonia Bret-Harte",77,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=6597",FALSE,FALSE,TRUE
"99","2018-03-14","Restoration Practitioners -- CERP Window Closes Friday","Jen Lyndall",45,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=13357",FALSE,FALSE,FALSE
"100","2018-03-12","Revised-Field Research Technicians-Feral Hogs in Missouri","Gompper, Matthew E.",153,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7508",FALSE,FALSE,FALSE
"101","2018-03-13","RSE Special Issue ""Remote Sensing of Land Change Science with Google Earth Engine""","Chunyuan Diao",65,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=11730",FALSE,FALSE,FALSE
"102","2018-03-13","Seasonal Vegetation Monitoring Technicians - Hiring now!","Patrick Hellmann",107,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12766",FALSE,FALSE,FALSE
"103","2018-03-14","SEEC 2018 Call for abstracts, October 5 -7, 2018 in Miami, Florida","Bo Zhang",40,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=14521",FALSE,FALSE,FALSE
"104","2018-03-08","Seeking field assistant for summer 2018","Lauren Carley",134,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=748",FALSE,FALSE,TRUE
"105","2018-03-08","Seeking Plant Ecology Technicians - Portland, OR vicinity","Jake Verschuyl",80,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=1574",FALSE,FALSE,FALSE
"106","2018-03-09","SESYNC Associated Postdoc in Ecosystem &amp; Disease Ecology at Univ. of MN","Eric Seabloom",50,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2991",FALSE,FALSE,FALSE
"107","2018-03-13","SESYNC Short Course: Teaching about Socio-Environmental Synthesis with Case Studies","Elizabeth Green",39,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12003",FALSE,FALSE,FALSE
"108","2018-03-12","Socio-Ecological Resilience and the Role of the Public, March 15, 5:30-8pm - Graduate Center, CUNY NYC","Joy Cytryn",98,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=10053",FALSE,FALSE,FALSE
"109","2018-03-13","Stats course in Alghero, Sardinia, Italy","Highland Statistics Ltd",202,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=10595",FALSE,TRUE,FALSE
"110","2018-03-14","Summer ecology teaching position - WSU Vancouver Biology Program","Berger, Michael S",250,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=14682",FALSE,FALSE,FALSE
"111","2018-03-14","Summer Field Course in Tropical Avian Ecology","Peter Lahanas",1638,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=14275",FALSE,FALSE,FALSE
"112","2018-03-12","Summer Field Course in Tropical Resource Management","Peter Lahanas",1599,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=7861",FALSE,FALSE,FALSE
"113","2018-03-12","Transformative Field Ecology Courses at U of Montana's Flathead Lake Biological Station","FLBS Group",185,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=9894",FALSE,FALSE,FALSE
"114","2018-03-09","UG Summer Research position in mutualism","David Althoff",55,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3575",FALSE,FALSE,FALSE
"115","2018-03-11","Undergraduate field research (REU): amphibians and microbes, CA","Andrea Jani",280,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=12626",FALSE,FALSE,FALSE
"116","2018-03-14","University of Miami 2018 Underwater Photo Contest","MPS RSMAS",375,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=14399",FALSE,FALSE,FALSE
"117","2018-03-09","URGENT: EVENT: Needs for Event Heteropteryx dilitata , and other phasmids/beetles/mantises - HAVE PERMITS !","Aaron T. Dossey",163,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4664",FALSE,FALSE,FALSE
"118","2018-03-08","Visiting positions in biology, University of Richmond","Jory Brinkerhoff",74,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=598",FALSE,FALSE,FALSE
"119","2018-03-09","Volunteer Openings in Tropical Ecology and Conservation","Karl Uy",47,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=4103",FALSE,FALSE,FALSE
"120","2018-03-09","Water-energy-food nexus, alternative industrial crop as biomass energy - Master and PhD opportunity University of North Dakota.","Soizik Laguette",393,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=3236",FALSE,FALSE,FALSE
"121","2018-03-08","Webinar: Data Management Planning","Amber Budden",203,"/cgi-bin/wa?A2=ind1803b&L=ecolog-l&P=2021",FALSE,FALSE,FALSE
"122","2018-03-02","Amazon Field Research: Wildlife Handling (Primate Focus)","Mrinalini Erkenswick Watsa",126,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=4834",FALSE,FALSE,FALSE
"123","2018-03-05","Amazonian Research Training: Community Disease Ecology","Mrinalini Erkenswick Watsa",144,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=9470",FALSE,FALSE,FALSE
"124","2018-03-01","Assistant Professor - Rangeland Vegetation Ecology","Melanie Murphy",127,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=63",FALSE,FALSE,FALSE
"125","2018-03-06","Bug zoo needs insects for Event - (HAVE PERMIT!) Need: Heteropteryx dilitata , and other phasmids/beetles/mantises for upcoming event soon!","Aaron T. Dossey",119,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=11187",FALSE,FALSE,FALSE
"126","2018-03-05","Career Fairs and Grad Fair Nights for Marine/Atmospheric Sciences?","MPS RSMAS",137,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=7761",FALSE,FALSE,FALSE
"127","2018-03-04","Conference Announcement: Gordon Research Seminar - Unifying Ecology Across Scales","David Inouye",137,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=6558",FALSE,FALSE,FALSE
"128","2018-03-01","Course: Mapping Trait Evolution, June 4-8, Barcelona (Spain)","Soledad De Esteban-Trivigno",116,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=1089",FALSE,FALSE,FALSE
"129","2018-03-05","Coweeta LTER Summer REU Project with A.D. Rosemond and S.J. Wenger, University of Georgia","Seth Wenger",70,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=8674",FALSE,FALSE,FALSE
"130","2018-03-04","Develop your quantitative skills with summer short courses at KBS!","Sara Garnett",35,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=6712",FALSE,TRUE,FALSE
"131","2018-03-04","Develop your quantitative skills with summer short courses at KBS!","Sara Garnett",36,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=7036",FALSE,TRUE,FALSE
"132","2018-03-02","Ecology Field Research Interns Positions Available","Artur Stefanski",95,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=3773",FALSE,FALSE,FALSE
"133","2018-03-05","Ecology of Bird Loss Project Forest Ecology Interns (2), Mariana Islands","Haldre Rogers",75,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=10321",FALSE,FALSE,FALSE
"134","2018-03-01","EDI Summer 2018 Fellowship Opportunities","Susanne Grossman-Clarke",33,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=964",FALSE,FALSE,FALSE
"135","2018-03-01","EDI Summer 2018 Fellowship Opportunities","Susanne Grossman-Clarke",31,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=1508",FALSE,FALSE,FALSE
"136","2018-03-06","EES GEOS Colloquium Thursday March 8: Dr. Gavin Schmidt, Director of NASA-GISS at 5:30 p.m., room 4102","Joy Cytryn",1080,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=12199",FALSE,FALSE,FALSE
"137","2018-03-05","Re: Faculty Job Postings for UNB Saint John","Jeff Houlahan",1053,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=7646",FALSE,FALSE,FALSE
"138","2018-03-07","Faculty position in Wildlife Disease Ecology","Christopher Tonra",153,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=13470",FALSE,FALSE,FALSE
"139","2018-03-05","Field Biologists for Marbled Murrelet Surveys in Oregon","Turnstone Environmental",99,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=9967",FALSE,FALSE,FALSE
"140","2018-03-07","Field Thermohygrometers","Aaron Goodman",37,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=13609",FALSE,FALSE,FALSE
"141","2018-03-07","Fully-funded Master (MS) position in Movement Ecology at the University of Florida starting Fall 2018","Mathieu Basille",116,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=14307",FALSE,FALSE,FALSE
"142","2018-03-07","Funded M.Sc. or PhD position for domestic (Canadian/permanent resident) students at Western U. or at UNB","Brigitte Leblon",362,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=13150",FALSE,FALSE,FALSE
"143","2018-03-05","Genomics in the Amazon: Field Course","Mrinalini Erkenswick Watsa",132,"/cgi-bin/wa?A2=ind1803a&L=ecolog-l&P=9323",FALSE,FALSE,FALSE
